measurement_id,event_time,order_id,item_cd,equipment_cd,machine_name,weight,std_weight,upper_limit,lower_limit,result_flag,weight_diff
MSR000007752,2026-05-30 06:03:44,ORD000080,ITEM001,EQ003,Weight Checker 1,301.55,300.0,315.0,290.0,OK,1.55
MSR000007753,2026-05-30 06:05:23,ORD000080,ITEM001,EQ003,Weight Checker 1,297.9,300.0,315.0,290.0,OK,-2.1
MSR000007754,2026-05-30 06:03:18,ORD000080,ITEM001,EQ003,Weight Checker 1,284.86,300.0,315.0,290.0,UNDER,-15.14
MSR000007755,2026-05-30 06:06:01,ORD000080,ITEM001,EQ003,Weight Checker 1,298.51,300.0,315.0,290.0,OK,-1.49
MSR000007756,2026-05-30 06:04:20,ORD000080,ITEM001,EQ003,Weight Checker 1,289.63,300.0,315.0,290.0,UNDER,-10.37
MSR000007757,2026-05-30 06:04:33,ORD000080,ITEM001,EQ003,Weight Checker 1,294.1,300.0,315.0,290.0,OK,-5.9
MSR000007758,2026-05-30 06:05:30,ORD000080,ITEM001,EQ003,Weight Checker 1,292.44,300.0,315.0,290.0,OK,-7.56
MSR000007759,2026-05-30 06:04:59,ORD000080,ITEM001,EQ003,Weight Checker 1,305.11,300.0,315.0,290.0,OK,5.11
MSR000007760,2026-05-30 06:05:12,ORD000080,ITEM001,EQ003,Weight Checker 1,306.68,300.0,315.0,290.0,OK,6.68
MSR000007761,2026-05-30 06:06:40,ORD000080,ITEM001,EQ003,Weight Checker 1,301.15,300.0,315.0,290.0,OK,1.15
MSR000007762,2026-05-30 06:08:14,ORD000080,ITEM001,EQ003,Weight Checker 1,298.29,300.0,315.0,290.0,OK,-1.71
MSR000007763,2026-05-30 06:06:18,ORD000080,ITEM001,EQ003,Weight Checker 1,299.58,300.0,315.0,290.0,OK,-0.42
MSR000007764,2026-05-30 06:06:32,ORD000080,ITEM001,EQ003,Weight Checker 1,305.1,300.0,315.0,290.0,OK,5.1
MSR000007765,2026-05-30 06:06:17,ORD000080,ITEM001,EQ003,Weight Checker 1,289.52,300.0,315.0,290.0,UNDER,-10.48
MSR000007766,2026-05-30 06:05:00,ORD000080,ITEM001,EQ003,Weight Checker 1,294.06,300.0,315.0,290.0,OK,-5.94
MSR000007767,2026-05-30 06:10:20,ORD000080,ITEM001,EQ003,Weight Checker 1,304.45,300.0,315.0,290.0,OK,4.45
MSR000007768,2026-05-30 06:09:36,ORD000080,ITEM001,EQ003,Weight Checker 1,305.49,300.0,315.0,290.0,OK,5.49
MSR000007769,2026-05-30 06:07:09,ORD000080,ITEM001,EQ003,Weight Checker 1,302.38,300.0,315.0,290.0,OK,2.38
MSR000007770,2026-05-30 06:05:06,ORD000080,ITEM001,EQ003,Weight Checker 1,294.2,300.0,315.0,290.0,OK,-5.8
MSR000007771,2026-05-30 06:05:50,ORD000080,ITEM001,EQ003,Weight Checker 1,304.37,300.0,315.0,290.0,OK,4.37
MSR000007772,2026-05-30 06:07:48,ORD000080,ITEM001,EQ003,Weight Checker 1,306.23,300.0,315.0,290.0,OK,6.23
MSR000007773,2026-05-30 06:09:15,ORD000080,ITEM001,EQ003,Weight Checker 1,303.01,300.0,315.0,290.0,OK,3.01
MSR000007774,2026-05-30 06:11:24,ORD000080,ITEM001,EQ003,Weight Checker 1,286.95,300.0,315.0,290.0,UNDER,-13.05
MSR000007775,2026-05-30 06:05:12,ORD000080,ITEM001,EQ003,Weight Checker 1,300.04,300.0,315.0,290.0,OK,0.04
MSR000007776,2026-05-30 06:12:00,ORD000080,ITEM001,EQ003,Weight Checker 1,302.34,300.0,315.0,290.0,OK,2.34
MSR000007777,2026-05-30 06:08:53,ORD000080,ITEM001,EQ003,Weight Checker 1,296.83,300.0,315.0,290.0,OK,-3.17
MSR000007778,2026-05-30 06:13:18,ORD000080,ITEM001,EQ003,Weight Checker 1,300.34,300.0,315.0,290.0,OK,0.34
MSR000007779,2026-05-30 06:14:20,ORD000080,ITEM001,EQ003,Weight Checker 1,296.84,300.0,315.0,290.0,OK,-3.16
MSR000007780,2026-05-30 06:14:40,ORD000080,ITEM001,EQ003,Weight Checker 1,295.1,300.0,315.0,290.0,OK,-4.9
MSR000007781,2026-05-30 06:14:15,ORD000080,ITEM001,EQ003,Weight Checker 1,306.96,300.0,315.0,290.0,OK,6.96
MSR000007782,2026-05-30 06:10:44,ORD000080,ITEM001,EQ003,Weight Checker 1,300.48,300.0,315.0,290.0,OK,0.48
MSR000007783,2026-05-30 06:12:32,ORD000080,ITEM001,EQ003,Weight Checker 1,293.87,300.0,315.0,290.0,OK,-6.13
MSR000007784,2026-05-30 06:12:48,ORD000080,ITEM001,EQ003,Weight Checker 1,292.51,300.0,315.0,290.0,OK,-7.49
MSR000007785,2026-05-30 06:06:32,ORD000080,ITEM001,EQ003,Weight Checker 1,295.09,300.0,315.0,290.0,OK,-4.91
MSR000007786,2026-05-30 06:13:20,ORD000080,ITEM001,EQ003,Weight Checker 1,295.11,300.0,315.0,290.0,OK,-4.89
MSR000007787,2026-05-30 06:08:30,ORD000080,ITEM001,EQ003,Weight Checker 1,300.12,300.0,315.0,290.0,OK,0.12
MSR000007788,2026-05-30 06:15:36,ORD000080,ITEM001,EQ003,Weight Checker 1,301.82,300.0,315.0,290.0,OK,1.82
MSR000007789,2026-05-30 06:11:29,ORD000080,ITEM001,EQ003,Weight Checker 1,301.81,300.0,315.0,290.0,OK,1.81
MSR000007790,2026-05-30 06:11:42,ORD000080,ITEM001,EQ003,Weight Checker 1,295.63,300.0,315.0,290.0,OK,-4.37
MSR000007791,2026-05-30 06:18:20,ORD000080,ITEM001,EQ003,Weight Checker 1,303.99,300.0,315.0,290.0,OK,3.99
MSR000007792,2026-05-30 06:13:04,ORD000080,ITEM001,EQ003,Weight Checker 1,305.52,300.0,315.0,290.0,OK,5.52
MSR000007793,2026-05-30 06:13:18,ORD000080,ITEM001,EQ003,Weight Checker 1,298.08,300.0,315.0,290.0,OK,-1.92
MSR000007794,2026-05-30 06:12:34,ORD000080,ITEM001,EQ003,Weight Checker 1,294.22,300.0,315.0,290.0,OK,-5.78
MSR000007795,2026-05-30 06:18:41,ORD000080,ITEM001,EQ003,Weight Checker 1,299.87,300.0,315.0,290.0,OK,-0.13
MSR000007796,2026-05-30 06:09:00,ORD000080,ITEM001,EQ003,Weight Checker 1,310.17,300.0,315.0,290.0,OK,10.17
MSR000007797,2026-05-30 06:18:18,ORD000080,ITEM001,EQ003,Weight Checker 1,294.08,300.0,315.0,290.0,OK,-5.92
MSR000007798,2026-05-30 06:19:38,ORD000080,ITEM001,EQ003,Weight Checker 1,296.74,300.0,315.0,290.0,OK,-3.26
MSR000007799,2026-05-30 06:11:33,ORD000080,ITEM001,EQ003,Weight Checker 1,299.65,300.0,315.0,290.0,OK,-0.35
MSR000007800,2026-05-30 06:21:20,ORD000080,ITEM001,EQ003,Weight Checker 1,302.07,300.0,315.0,290.0,OK,2.07
MSR000007801,2026-05-30 06:21:40,ORD000080,ITEM001,EQ003,Weight Checker 1,289.43,300.0,315.0,290.0,UNDER,-10.57
MSR000007802,2026-05-30 06:11:00,ORD000080,ITEM001,EQ003,Weight Checker 1,305.89,300.0,315.0,290.0,OK,5.89
MSR000007803,2026-05-30 06:21:13,ORD000080,ITEM001,EQ003,Weight Checker 1,305.82,300.0,315.0,290.0,OK,5.82
MSR000007804,2026-05-30 06:12:28,ORD000080,ITEM001,EQ003,Weight Checker 1,297.23,300.0,315.0,290.0,OK,-2.77
MSR000007805,2026-05-30 06:13:48,ORD000080,ITEM001,EQ003,Weight Checker 1,312.89,300.0,315.0,290.0,OK,12.89
MSR000007806,2026-05-30 06:18:40,ORD000080,ITEM001,EQ003,Weight Checker 1,305.49,300.0,315.0,290.0,OK,5.49
MSR000007807,2026-05-30 06:13:01,ORD000080,ITEM001,EQ003,Weight Checker 1,305.22,300.0,315.0,290.0,OK,5.22
MSR000007808,2026-05-30 06:09:36,ORD000080,ITEM001,EQ003,Weight Checker 1,305.28,300.0,315.0,290.0,OK,5.28
MSR000007809,2026-05-30 06:13:23,ORD000080,ITEM001,EQ003,Weight Checker 1,305.14,300.0,315.0,290.0,OK,5.14
MSR000007810,2026-05-30 06:24:40,ORD000080,ITEM001,EQ003,Weight Checker 1,299.23,300.0,315.0,290.0,OK,-0.77
MSR000007811,2026-05-30 06:11:15,ORD000080,ITEM001,EQ003,Weight Checker 1,298.73,300.0,315.0,290.0,OK,-1.27
MSR000007812,2026-05-30 06:11:24,ORD000080,ITEM001,EQ003,Weight Checker 1,294.62,300.0,315.0,290.0,OK,-5.38
MSR000007813,2026-05-30 06:16:41,ORD000080,ITEM001,EQ003,Weight Checker 1,296.45,300.0,315.0,290.0,OK,-3.55
MSR000007814,2026-05-30 06:10:24,ORD000080,ITEM001,EQ003,Weight Checker 1,297.78,300.0,315.0,290.0,OK,-2.22
MSR000007815,2026-05-30 06:15:48,ORD000080,ITEM001,EQ003,Weight Checker 1,299.66,300.0,315.0,290.0,OK,-0.34
MSR000007816,2026-05-31 10:00:00,ORD000081,ITEM005,EQ003,Weight Checker 1,359.09,350.0,368.0,338.0,OK,9.09
MSR000007817,2026-05-31 10:00:17,ORD000081,ITEM005,EQ003,Weight Checker 1,343.26,350.0,368.0,338.0,OK,-6.74
MSR000007818,2026-05-31 10:00:30,ORD000081,ITEM005,EQ003,Weight Checker 1,335.53,350.0,368.0,338.0,UNDER,-14.47
MSR000007819,2026-05-31 10:00:51,ORD000081,ITEM005,EQ003,Weight Checker 1,351.61,350.0,368.0,338.0,OK,1.61
MSR000007820,2026-05-31 10:01:00,ORD000081,ITEM005,EQ003,Weight Checker 1,345.06,350.0,368.0,338.0,OK,-4.94
MSR000007821,2026-05-31 10:01:15,ORD000081,ITEM005,EQ003,Weight Checker 1,357.35,350.0,368.0,338.0,OK,7.35
MSR000007822,2026-05-31 10:00:48,ORD000081,ITEM005,EQ003,Weight Checker 1,347.99,350.0,368.0,338.0,OK,-2.01
MSR000007823,2026-05-31 10:01:45,ORD000081,ITEM005,EQ003,Weight Checker 1,346.26,350.0,368.0,338.0,OK,-3.74
MSR000007824,2026-05-31 10:01:52,ORD000081,ITEM005,EQ003,Weight Checker 1,346.18,350.0,368.0,338.0,OK,-3.82
MSR000007825,2026-05-31 10:03:00,ORD000081,ITEM005,EQ003,Weight Checker 1,355.64,350.0,368.0,338.0,OK,5.64
MSR000007826,2026-05-31 10:03:10,ORD000081,ITEM005,EQ003,Weight Checker 1,352.23,350.0,368.0,338.0,OK,2.23
MSR000007827,2026-05-31 10:02:23,ORD000081,ITEM005,EQ003,Weight Checker 1,360.3,350.0,368.0,338.0,OK,10.3
MSR000007828,2026-05-31 10:03:36,ORD000081,ITEM005,EQ003,Weight Checker 1,348.5,350.0,368.0,338.0,OK,-1.5
MSR000007829,2026-05-31 10:01:44,ORD000081,ITEM005,EQ003,Weight Checker 1,354.99,350.0,368.0,338.0,OK,4.99
MSR000007830,2026-05-31 10:03:30,ORD000081,ITEM005,EQ003,Weight Checker 1,355.11,350.0,368.0,338.0,OK,5.11
MSR000007831,2026-05-31 10:02:15,ORD000081,ITEM005,EQ003,Weight Checker 1,353.9,350.0,368.0,338.0,OK,3.9
MSR000007832,2026-05-31 10:04:16,ORD000081,ITEM005,EQ003,Weight Checker 1,346.83,350.0,368.0,338.0,OK,-3.17
MSR000007833,2026-05-31 10:03:07,ORD000081,ITEM005,EQ003,Weight Checker 1,352.75,350.0,368.0,338.0,OK,2.75
MSR000007834,2026-05-31 10:05:42,ORD000081,ITEM005,EQ003,Weight Checker 1,349.35,350.0,368.0,338.0,OK,-0.65
MSR000007835,2026-05-31 10:02:51,ORD000081,ITEM005,EQ003,Weight Checker 1,349.22,350.0,368.0,338.0,OK,-0.78
MSR000007836,2026-05-31 10:06:20,ORD000081,ITEM005,EQ003,Weight Checker 1,345.15,350.0,368.0,338.0,OK,-4.85
MSR000007837,2026-05-31 10:05:57,ORD000081,ITEM005,EQ003,Weight Checker 1,337.28,350.0,368.0,338.0,UNDER,-12.72
MSR000007838,2026-05-31 10:02:56,ORD000081,ITEM005,EQ003,Weight Checker 1,357.52,350.0,368.0,338.0,OK,7.52
MSR000007839,2026-05-31 10:06:08,ORD000081,ITEM005,EQ003,Weight Checker 1,352.64,350.0,368.0,338.0,OK,2.64
MSR000007840,2026-05-31 10:06:00,ORD000081,ITEM005,EQ003,Weight Checker 1,342.02,350.0,368.0,338.0,OK,-7.98
MSR000007841,2026-05-31 10:05:50,ORD000081,ITEM005,EQ003,Weight Checker 1,354.41,350.0,368.0,338.0,OK,4.41
MSR000007842,2026-05-31 10:07:48,ORD000081,ITEM005,EQ003,Weight Checker 1,357.73,350.0,368.0,338.0,OK,7.73
MSR000007843,2026-05-31 10:08:06,ORD000081,ITEM005,EQ003,Weight Checker 1,354.81,350.0,368.0,338.0,OK,4.81
MSR000007844,2026-05-31 10:07:28,ORD000081,ITEM005,EQ003,Weight Checker 1,344.82,350.0,368.0,338.0,OK,-5.18
MSR000007845,2026-05-31 10:07:44,ORD000081,ITEM005,EQ003,Weight Checker 1,345.8,350.0,368.0,338.0,OK,-4.2
MSR000007846,2026-05-31 10:06:00,ORD000081,ITEM005,EQ003,Weight Checker 1,346.93,350.0,368.0,338.0,OK,-3.07
MSR000007847,2026-05-31 10:07:14,ORD000081,ITEM005,EQ003,Weight Checker 1,355.41,350.0,368.0,338.0,OK,5.41
MSR000007848,2026-05-31 10:08:32,ORD000081,ITEM005,EQ003,Weight Checker 1,353.14,350.0,368.0,338.0,OK,3.14
MSR000007849,2026-05-31 10:04:24,ORD000081,ITEM005,EQ003,Weight Checker 1,367.03,350.0,368.0,338.0,OK,17.03
MSR000007850,2026-05-31 10:05:06,ORD000081,ITEM005,EQ003,Weight Checker 1,340.47,350.0,368.0,338.0,OK,-9.53
MSR000007851,2026-05-31 10:08:45,ORD000081,ITEM005,EQ003,Weight Checker 1,350.03,350.0,368.0,338.0,OK,0.03
MSR000007852,2026-05-31 10:09:00,ORD000081,ITEM005,EQ003,Weight Checker 1,338.8,350.0,368.0,338.0,OK,-11.2
MSR000007853,2026-05-31 10:06:10,ORD000081,ITEM005,EQ003,Weight Checker 1,353.97,350.0,368.0,338.0,OK,3.97
MSR000007854,2026-05-31 10:10:46,ORD000081,ITEM005,EQ003,Weight Checker 1,356.81,350.0,368.0,338.0,OK,6.81
MSR000007855,2026-05-31 10:05:51,ORD000081,ITEM005,EQ003,Weight Checker 1,359.09,350.0,368.0,338.0,OK,9.09
MSR000007856,2026-05-31 10:06:00,ORD000081,ITEM005,EQ003,Weight Checker 1,351.59,350.0,368.0,338.0,OK,1.59
MSR000007857,2026-05-31 10:10:15,ORD000081,ITEM005,EQ003,Weight Checker 1,339.0,350.0,368.0,338.0,OK,-11.0
MSR000007858,2026-05-31 10:09:48,ORD000081,ITEM005,EQ003,Weight Checker 1,350.21,350.0,368.0,338.0,OK,0.21
MSR000007859,2026-05-31 10:14:20,ORD000081,ITEM005,EQ003,Weight Checker 1,353.15,350.0,368.0,338.0,OK,3.15
MSR000007860,2026-05-31 10:07:20,ORD000081,ITEM005,EQ003,Weight Checker 1,344.53,350.0,368.0,338.0,OK,-5.47
MSR000007861,2026-05-31 10:06:00,ORD000081,ITEM005,EQ003,Weight Checker 1,348.99,350.0,368.0,338.0,OK,-1.01
MSR000007862,2026-05-31 10:08:26,ORD000081,ITEM005,EQ003,Weight Checker 1,342.94,350.0,368.0,338.0,OK,-7.06
MSR000007863,2026-05-31 10:14:06,ORD000081,ITEM005,EQ003,Weight Checker 1,346.95,350.0,368.0,338.0,OK,-3.05
MSR000007864,2026-05-31 10:12:00,ORD000081,ITEM005,EQ003,Weight Checker 1,356.13,350.0,368.0,338.0,OK,6.13
MSR000007865,2026-05-31 10:12:15,ORD000081,ITEM005,EQ003,Weight Checker 1,354.76,350.0,368.0,338.0,OK,4.76
MSR000007866,2026-05-31 10:07:30,ORD000081,ITEM005,EQ003,Weight Checker 1,342.33,350.0,368.0,338.0,OK,-7.67
MSR000007867,2026-05-31 10:08:30,ORD000081,ITEM005,EQ003,Weight Checker 1,346.49,350.0,368.0,338.0,OK,-3.51
MSR000007868,2026-05-31 10:14:44,ORD000081,ITEM005,EQ003,Weight Checker 1,351.09,350.0,368.0,338.0,OK,1.09
MSR000007869,2026-05-31 10:13:15,ORD000081,ITEM005,EQ003,Weight Checker 1,352.13,350.0,368.0,338.0,OK,2.13
MSR000007870,2026-05-31 10:18:00,ORD000081,ITEM005,EQ003,Weight Checker 1,346.82,350.0,368.0,338.0,OK,-3.18
MSR000007871,2026-05-31 10:07:20,ORD000081,ITEM005,EQ003,Weight Checker 1,353.68,350.0,368.0,338.0,OK,3.68
MSR000007872,2026-05-31 10:17:44,ORD000081,ITEM005,EQ003,Weight Checker 1,350.63,350.0,368.0,338.0,OK,0.63
MSR000007873,2026-05-31 10:15:12,ORD000081,ITEM005,EQ003,Weight Checker 1,335.41,350.0,368.0,338.0,UNDER,-14.59
MSR000007874,2026-05-31 10:14:30,ORD000081,ITEM005,EQ003,Weight Checker 1,347.46,350.0,368.0,338.0,OK,-2.54
MSR000007875,2026-05-31 10:13:46,ORD000081,ITEM005,EQ003,Weight Checker 1,347.32,350.0,368.0,338.0,OK,-2.68
MSR000007876,2026-05-31 10:14:00,ORD000081,ITEM005,EQ003,Weight Checker 1,355.01,350.0,368.0,338.0,OK,5.01
MSR000007877,2026-05-31 10:09:09,ORD000081,ITEM005,EQ003,Weight Checker 1,355.14,350.0,368.0,338.0,OK,5.14
MSR000007878,2026-05-31 10:18:36,ORD000081,ITEM005,EQ003,Weight Checker 1,340.96,350.0,368.0,338.0,OK,-9.04
MSR000007879,2026-05-31 10:14:42,ORD000081,ITEM005,EQ003,Weight Checker 1,353.64,350.0,368.0,338.0,OK,3.64
MSR000007880,2026-05-31 10:11:44,ORD000081,ITEM005,EQ003,Weight Checker 1,350.59,350.0,368.0,338.0,OK,0.59
MSR000007881,2026-05-31 10:10:50,ORD000081,ITEM005,EQ003,Weight Checker 1,351.82,350.0,368.0,338.0,OK,1.82
MSR000007882,2026-05-31 10:11:00,ORD000081,ITEM005,EQ003,Weight Checker 1,347.4,350.0,368.0,338.0,OK,-2.6
MSR000007883,2026-05-31 10:11:10,ORD000081,ITEM005,EQ003,Weight Checker 1,350.74,350.0,368.0,338.0,OK,0.74
MSR000007884,2026-05-31 10:17:00,ORD000081,ITEM005,EQ003,Weight Checker 1,358.04,350.0,368.0,338.0,OK,8.04
MSR000007885,2026-05-31 10:18:24,ORD000081,ITEM005,EQ003,Weight Checker 1,351.83,350.0,368.0,338.0,OK,1.83
MSR000007886,2026-05-31 10:14:00,ORD000081,ITEM005,EQ003,Weight Checker 1,350.93,350.0,368.0,338.0,OK,0.93
MSR000007887,2026-05-31 10:23:40,ORD000081,ITEM005,EQ003,Weight Checker 1,348.33,350.0,368.0,338.0,OK,-1.67
MSR000007888,2026-05-31 10:20:24,ORD000081,ITEM005,EQ003,Weight Checker 1,357.54,350.0,368.0,338.0,OK,7.54
MSR000007889,2026-05-31 10:19:28,ORD000081,ITEM005,EQ003,Weight Checker 1,343.57,350.0,368.0,338.0,OK,-6.43
MSR000007890,2026-05-31 10:13:34,ORD000081,ITEM005,EQ003,Weight Checker 1,346.47,350.0,368.0,338.0,OK,-3.53
MSR000007891,2026-05-31 10:12:30,ORD000081,ITEM005,EQ003,Weight Checker 1,343.27,350.0,368.0,338.0,OK,-6.73
MSR000007892,2026-05-31 10:17:44,ORD000081,ITEM005,EQ003,Weight Checker 1,320.03,350.0,368.0,338.0,UNDER,-29.97
MSR000007893,2026-05-31 10:10:16,ORD000081,ITEM005,EQ003,Weight Checker 1,349.65,350.0,368.0,338.0,OK,-0.35
MSR000007894,2026-05-31 10:10:24,ORD000081,ITEM005,EQ003,Weight Checker 1,357.69,350.0,368.0,338.0,OK,7.69
MSR000007895,2026-05-31 10:23:42,ORD000081,ITEM005,EQ003,Weight Checker 1,354.43,350.0,368.0,338.0,OK,4.43
MSR000007896,2026-05-31 15:00:00,ORD000082,ITEM002,EQ002,Filling Machine 2,518.33,500.0,525.0,485.0,OK,18.33
MSR000007897,2026-05-31 15:00:20,ORD000082,ITEM002,EQ002,Filling Machine 2,506.06,500.0,525.0,485.0,OK,6.06
MSR000007898,2026-05-31 15:00:22,ORD000082,ITEM002,EQ002,Filling Machine 2,488.32,500.0,525.0,485.0,OK,-11.68
MSR000007899,2026-05-31 15:01:00,ORD000082,ITEM002,EQ002,Filling Machine 2,486.5,500.0,525.0,485.0,OK,-13.5
MSR000007900,2026-05-31 15:01:12,ORD000082,ITEM002,EQ002,Filling Machine 2,502.4,500.0,525.0,485.0,OK,2.4
MSR000007901,2026-05-31 15:01:15,ORD000082,ITEM002,EQ002,Filling Machine 2,506.18,500.0,525.0,485.0,OK,6.18
MSR000007902,2026-05-31 15:01:00,ORD000082,ITEM002,EQ002,Filling Machine 2,495.24,500.0,525.0,485.0,OK,-4.76
MSR000007903,2026-05-31 15:02:06,ORD000082,ITEM002,EQ002,Filling Machine 2,495.57,500.0,525.0,485.0,OK,-4.43
MSR000007904,2026-05-31 15:02:40,ORD000082,ITEM002,EQ002,Filling Machine 2,508.82,500.0,525.0,485.0,OK,8.82
MSR000007905,2026-05-31 15:02:42,ORD000082,ITEM002,EQ002,Filling Machine 2,508.87,500.0,525.0,485.0,OK,8.87
MSR000007906,2026-05-31 15:02:40,ORD000082,ITEM002,EQ002,Filling Machine 2,503.3,500.0,525.0,485.0,OK,3.3
MSR000007907,2026-05-31 15:03:40,ORD000082,ITEM002,EQ002,Filling Machine 2,510.69,500.0,525.0,485.0,OK,10.69
MSR000007908,2026-05-31 15:03:12,ORD000082,ITEM002,EQ002,Filling Machine 2,495.09,500.0,525.0,485.0,OK,-4.91
MSR000007909,2026-05-31 15:01:57,ORD000082,ITEM002,EQ002,Filling Machine 2,501.68,500.0,525.0,485.0,OK,1.68
MSR000007910,2026-05-31 15:02:34,ORD000082,ITEM002,EQ002,Filling Machine 2,517.75,500.0,525.0,485.0,OK,17.75
MSR000007911,2026-05-31 15:03:30,ORD000082,ITEM002,EQ002,Filling Machine 2,505.15,500.0,525.0,485.0,OK,5.15
MSR000007912,2026-05-31 15:03:28,ORD000082,ITEM002,EQ002,Filling Machine 2,505.66,500.0,525.0,485.0,OK,5.66
MSR000007913,2026-05-31 15:03:24,ORD000082,ITEM002,EQ002,Filling Machine 2,523.14,500.0,525.0,485.0,OK,23.14
MSR000007914,2026-05-31 15:06:00,ORD000082,ITEM002,EQ002,Filling Machine 2,493.53,500.0,525.0,485.0,OK,-6.47
MSR000007915,2026-05-31 15:04:07,ORD000082,ITEM002,EQ002,Filling Machine 2,511.14,500.0,525.0,485.0,OK,11.14
MSR000007916,2026-05-31 15:02:40,ORD000082,ITEM002,EQ002,Filling Machine 2,518.12,500.0,525.0,485.0,OK,18.12
MSR000007917,2026-05-31 15:06:39,ORD000082,ITEM002,EQ002,Filling Machine 2,502.25,500.0,525.0,485.0,OK,2.25
MSR000007918,2026-05-31 15:05:08,ORD000082,ITEM002,EQ002,Filling Machine 2,511.77,500.0,525.0,485.0,OK,11.77
MSR000007919,2026-05-31 15:04:13,ORD000082,ITEM002,EQ002,Filling Machine 2,497.08,500.0,525.0,485.0,OK,-2.92
MSR000007920,2026-05-31 15:04:00,ORD000082,ITEM002,EQ002,Filling Machine 2,499.48,500.0,525.0,485.0,OK,-0.52
MSR000007921,2026-05-31 15:08:20,ORD000082,ITEM002,EQ002,Filling Machine 2,508.09,500.0,525.0,485.0,OK,8.09
MSR000007922,2026-05-31 15:06:04,ORD000082,ITEM002,EQ002,Filling Machine 2,511.44,500.0,525.0,485.0,OK,11.44
MSR000007923,2026-05-31 15:09:00,ORD000082,ITEM002,EQ002,Filling Machine 2,514.06,500.0,525.0,485.0,OK,14.06
MSR000007924,2026-05-31 15:05:08,ORD000082,ITEM002,EQ002,Filling Machine 2,517.69,500.0,525.0,485.0,OK,17.69
MSR000007925,2026-05-31 15:05:48,ORD000082,ITEM002,EQ002,Filling Machine 2,504.64,500.0,525.0,485.0,OK,4.64
MSR000007926,2026-05-31 15:04:30,ORD000082,ITEM002,EQ002,Filling Machine 2,514.76,500.0,525.0,485.0,OK,14.76
MSR000007927,2026-05-31 15:04:08,ORD000082,ITEM002,EQ002,Filling Machine 2,502.52,500.0,525.0,485.0,OK,2.52
MSR000007928,2026-05-31 15:08:32,ORD000082,ITEM002,EQ002,Filling Machine 2,512.51,500.0,525.0,485.0,OK,12.51
MSR000007929,2026-05-31 15:11:00,ORD000082,ITEM002,EQ002,Filling Machine 2,507.0,500.0,525.0,485.0,OK,7.0
MSR000007930,2026-05-31 15:10:12,ORD000082,ITEM002,EQ002,Filling Machine 2,508.94,500.0,525.0,485.0,OK,8.94
MSR000007931,2026-05-31 15:07:00,ORD000082,ITEM002,EQ002,Filling Machine 2,508.81,500.0,525.0,485.0,OK,8.81
MSR000007932,2026-05-31 15:09:00,ORD000082,ITEM002,EQ002,Filling Machine 2,492.62,500.0,525.0,485.0,OK,-7.38
MSR000007933,2026-05-31 15:08:01,ORD000082,ITEM002,EQ002,Filling Machine 2,496.51,500.0,525.0,485.0,OK,-3.49
MSR000007934,2026-05-31 15:10:08,ORD000082,ITEM002,EQ002,Filling Machine 2,506.36,500.0,525.0,485.0,OK,6.36
MSR000007935,2026-05-31 15:07:48,ORD000082,ITEM002,EQ002,Filling Machine 2,492.08,500.0,525.0,485.0,OK,-7.92
MSR000007936,2026-05-31 15:10:00,ORD000082,ITEM002,EQ002,Filling Machine 2,512.27,500.0,525.0,485.0,OK,12.27
MSR000007937,2026-05-31 15:09:34,ORD000082,ITEM002,EQ002,Filling Machine 2,512.63,500.0,525.0,485.0,OK,12.63
MSR000007938,2026-05-31 15:13:18,ORD000082,ITEM002,EQ002,Filling Machine 2,508.32,500.0,525.0,485.0,OK,8.32
MSR000007939,2026-05-31 15:11:28,ORD000082,ITEM002,EQ002,Filling Machine 2,496.77,500.0,525.0,485.0,OK,-3.23
MSR000007940,2026-05-31 15:12:28,ORD000082,ITEM002,EQ002,Filling Machine 2,516.82,500.0,525.0,485.0,OK,16.82
MSR000007941,2026-05-31 15:15:00,ORD000082,ITEM002,EQ002,Filling Machine 2,522.12,500.0,525.0,485.0,OK,22.12
MSR000007942,2026-05-31 15:11:30,ORD000082,ITEM002,EQ002,Filling Machine 2,507.04,500.0,525.0,485.0,OK,7.04
MSR000007943,2026-05-31 15:14:53,ORD000082,ITEM002,EQ002,Filling Machine 2,509.99,500.0,525.0,485.0,OK,9.99
MSR000007944,2026-05-31 15:10:24,ORD000082,ITEM002,EQ002,Filling Machine 2,507.56,500.0,525.0,485.0,OK,7.56
MSR000007945,2026-05-31 15:13:53,ORD000082,ITEM002,EQ002,Filling Machine 2,510.23,500.0,525.0,485.0,OK,10.23
MSR000007946,2026-05-31 15:10:00,ORD000082,ITEM002,EQ002,Filling Machine 2,505.07,500.0,525.0,485.0,OK,5.07
MSR000007947,2026-05-31 15:10:12,ORD000082,ITEM002,EQ002,Filling Machine 2,505.79,500.0,525.0,485.0,OK,5.79
MSR000007948,2026-05-31 15:14:44,ORD000082,ITEM002,EQ002,Filling Machine 2,513.35,500.0,525.0,485.0,OK,13.35
MSR000007949,2026-05-31 15:11:29,ORD000082,ITEM002,EQ002,Filling Machine 2,524.91,500.0,525.0,485.0,OK,24.91
MSR000007950,2026-05-31 15:11:42,ORD000082,ITEM002,EQ002,Filling Machine 2,494.99,500.0,525.0,485.0,OK,-5.01
MSR000007951,2026-05-31 15:15:35,ORD000082,ITEM002,EQ002,Filling Machine 2,505.4,500.0,525.0,485.0,OK,5.4
